"PREPRINT_DOI","PREPRINT_TITLE","PREPRINT_POSTED_DATE"
"10.1101/213256","bottom-up and top-down control of dispersal across major organismal groups: a coordinated distributed experiment",2017-11-02
"10.1101/213397","de novo mutations resolve disease transmission pathways in clonal malaria",2017-11-02
"10.1101/213348","continuum approximation of invasion probabilities",2017-11-02
"10.1101/213207","application of the immunoregulatory receptor lilrb1 as a novel crystallisation chaperone for class i peptide-mhc complexes",2017-11-02
"10.1101/213132","comparison of feature representations in mri-based mci-to-ad conversion prediction",2017-11-02
"10.1101/213447","a defect in influenza a virus particle assembly specific to primary human macrophages",2017-11-02
"10.1101/213363","the phylogeography of westslope cutthroat trout",2017-11-02
"10.1101/213140","low affinity membrane transporters can increase net substrate uptake rate by reducing efflux",2017-11-02
"10.1101/213041","spatial topography of individual-specific cortical networks predicts human cognition, personality and emotion",2017-11-02
"10.1101/213199","diversity, stability, and reproducibility in stochastically assembled microbial ecosystems",2017-11-02
"10.1101/213272","global state changes induce non-reciprocal reduction of mutual information in the thalamocortical network",2017-11-02
"10.1101/213017","selective recruitment of cortical neurons by electrical stimulation",2017-11-02
"10.1101/213090","evolutionary dynamics of mycorrhizal symbiosis in land plant diversification",2017-11-02
"10.1101/213165","the latent geometry of the human protein interaction network",2017-11-02
"10.1101/212829","notch-mediated non-cell autonomous regulation of chromatin structure during senescence",2017-11-02
"10.1101/213074","neurogenic decisions require a cell cycle independent function of the cd25b phosphatase",2017-11-02
"10.1101/213157","complementary metrics of human auditory nerve function derived from compound action potentials",2017-11-02
"10.1101/213124","tracing the genetic etiology of cardiovascular disease using a hierarchy of common genetic variants derived from patient subgroups stratified by differential levels in severity",2017-11-02
"10.1101/213330","the fission yeast s-phase cyclin cig2 can drive mitosis",2017-11-02
"10.1101/213900","chromatin accessibility changes between arabidopsis stem cells and mesophyll cells illuminate cell type-specific transcription factor networks",2017-11-03
"10.1101/213421","the ventral disc is a flexible microtubule organelle that depends on domed ultrastructure for functional attachment of giardia lamblia",2017-11-03
"10.1101/213629","influence of apoa5 locus on the treatment efficacy of three statins: evidence from a randomized pilot study in chinese subjects",2017-11-03
"10.1101/213793","a phase separated organelle at the root of motile ciliopathy",2017-11-03
"10.1101/210872","endodermal differentiation is reconstructed by coordination of two parallel signaling systems derived from the stele in roots",2017-11-03
"10.1101/213769","technology-independent estimation of cell type composition using differentially methylated regions",2017-11-03
"10.1101/208132","arabidopsis hipp27 is a host susceptibility gene for the beet cyst nematode heterodera schachtii",2017-11-03
"10.1101/213785","a proposed chaperone of the bacterial type vi secretion system functions to constrain a self-identity protein",2017-11-03
"10.1101/213827","coherent olfactory bulb gamma oscillations arise from coupling independent columnar oscillators",2017-11-03
"10.1101/213645","rna virus interference via crispr/cas13a system in plants",2017-11-03
"10.1101/213710","prediction error and repetition suppression have distinct effects on neural representations of visual information",2017-11-03
"10.1101/213546","smad9 is a key player of follicular selection in goose via keeping the balance of lhr transcription",2017-11-03
"10.1101/213728","loter: a software package to infer local ancestry for a wide range of species",2017-11-03
"10.1101/212290","molecular mechanism of the dual regulation of bacterial iron sulfur cluster biogenesis by cyay and iscx",2017-11-03
"10.1101/213777","multivariate analysis of the cotton seed ionome reveals a shared genetic architecture",2017-11-03
"10.1101/213603","interoperable and scalable data analysis with microservices: applications in metabolomics",2017-11-03
"10.1101/213587","adapting machine-learning algorithms to design gene circuits",2017-11-03
"10.1101/213652","degradation of cyclin b is critical for nuclear division in trypanosoma brucei",2017-11-03
"10.1101/213009","epimodel: an r package for mathematical modeling of infectious disease over networks",2017-11-03
"10.1101/213876","genetic conflict with a parasitic nematode disrupts the legume-rhizobia mutualism",2017-11-03
"10.1101/213405","rev7 and 53bp1/crb2 prevent recq helicase-dependent hyper-resection of dna double-strand breaks",2017-11-03
"10.1101/213579","stochastic dynamics of an epidemics with recurrent spillovers from an endemic reservoir",2017-11-03
"10.1101/213678","machine learning of the cardiac phenome and skin transcriptome to categorize heart disease in systemic sclerosis",2017-11-03
"10.1101/212845","a potent neutralizing epitope of limited variability in the head domain of haemagglutinin as a novel influenza vaccine target",2017-11-03
"10.1101/213843","conductive particles enable syntrophic acetate oxidation between geobacter and methanosarcina from coastal sediments",2017-11-03
"10.1101/213470","non-biological synthetic spike-in controls and the amptk software pipeline improve mycobiome data",2017-11-03
"10.1101/210260","exploring variation in human papillomavirus vaccination uptake: multi-level spatial analysis",2017-11-03
"10.1101/213686","evidence for loss and adaptive reacquisition of alcoholic fermentation in an early-derived fructophilic yeast lineage",2017-11-03
"10.1101/213736","distinct types of short open reading frames are translated in plant cells",2017-11-03
"10.1101/213538","multi-state design of kinetically-controlled rna aptamer ribosensors",2017-11-03
"10.1101/213835","learning the pattern of epistasis linking genotype and phenotype in a protein",2017-11-03
"10.1101/213520","molecular genetic diversity of donkey (equus asinus) in south korea",2017-11-03
"10.1101/211748","population adaptation in efficient balanced networks",2017-11-03
"10.1101/213504","propofol-induced unresponsiveness is associated with impaired feedforward connectivity in the cortical hierarchy",2017-11-03
"10.1101/213744","sensitivity to sequencing depth in single-cell cancer genomics",2017-11-03
"10.1101/213868","an eutherian intronic sequence gave rise to a major satellite dna in platyrrhini",2017-11-03
"10.1101/213553","a multi-center study on factors influencing the reproducibility of in vitro drug-response studies",2017-11-03
"10.1101/213637","the spent culture supernatant of pseudomonas syringae contains azelaic acid",2017-11-03
"10.1101/213751","the hallucination machine: a deep-dream vr platform for studying the phenomenology of visual hallucinations",2017-11-03
"10.1101/213595","genome-wide analysis yields new loci associating with aortic valve stenosis",2017-11-03
"10.1101/214072","sporulation-specific cell division defects in ylme mutants of streptomyces coelicolor are rescued by additional deletion of ylmd",2017-11-04
"10.1101/213512","reconciling the clk-1 and aging paradox and categorizing lifespan curves by taking individual specificity into account",2017-11-04
"10.1101/213934","a mid-level organization of the ventral stream",2017-11-04
"10.1101/214023","cohesin facilitates zygotic genome activation in zebrafish",2017-11-04
"10.1101/213439","using experimental data as a voucher for study pre-registration",2017-11-04
"10.1101/213967","calr: a web-based analysis tool for indirect calorimetry experiments",2017-11-04
"10.1101/214130","two-stage adaptation of inhibition mediates predictive sensitization in the retina",2017-11-04
"10.1101/213892","creating ethnicity-specific reference intervals for lab tests from ehr data",2017-11-04
"10.1101/214015","interdependent and separable functions of c. elegans mrn-c complex members couple formation and repair of meiotic dsbs",2017-11-04
"10.1101/210062","predicting global forest reforestation potential",2017-11-04
"10.1101/214031","enhanced deviant responses in patterned relative to random sound sequences",2017-11-04
"10.1101/214114","squid ring teeth coated mesh improves abdominal wall repair",2017-11-04
"10.1101/214098","percent amplitude of fluctuation: a simple measure for resting-state fmri signal at single voxel level",2017-11-04
"10.1101/214056","prediction error induced motor contagions in human behaviors",2017-11-04
