"PREPRINT_DOI","ARTICLE_DOI","COUNTRYCODE","INSTITUTION_FULL"
"10.1101/176263","10.3389/fmicb.2017.02235","CHL","Universidad de Chile, Facultad de Ciencias, Departamento de Ciencias Ecologicas"
"10.1101/176271","10.1038/nsmb.3495","DEU","University of Heidelberg, Biochemistry Centre"
"10.1101/176560","10.1039/c7tx00161d","IND","Gujarat University, University School of Sciences, Department of Zoology"
"10.1101/176594","10.1021/acs.jpcb.7b07874","FRA","CTP Centre Thermodynamique des Procedes, PSL Research University, MINES ParisTech"
"10.1101/176602","10.1093/jmcb/mjx059","USA","Stanford University, Department of Statistics"
"10.1101/176602","10.1093/jmcb/mjx059","CHN","Tsinghua University, Department of Computer Science"
"10.1101/176602","10.1093/jmcb/mjx059","CHN","Tsinghua National Laboratory for Information Science and Technology, Bioinformatics Division, Ministry of Education Key Laboratory of Bioinformatics"
"10.1101/176685","10.1094/mpmi-07-17-0158-fi","BRA","Centro de Citricultura Sylvio Moreira/Instituto Agronomico, Biotechnology Laboratory"
"10.1101/176743","10.1128/genomea.01053-17","SVN","University of Ljubljana, Faculty of Medicine, Institute of Microbiology and Immunology"
"10.1101/176768","10.1074/mcp.ra117.000296","CHN","Shanghai Jiao Tong University, Ministry of Education, Key Laboratory of Systems Biomedicine"
"10.1101/176768","10.1074/mcp.ra117.000296","CHN","Shanghai Jiao Tong University, School of Biomedical Engineering"
"10.1101/176784","10.1093/nar/gkx929","GBR","University of Birmingham, Institute of Microbiology and Infection, College of Medical and Dental Sciences"
"10.1101/176974","10.1073/pnas.1706248114","CHN","China Pharmaceutical University, School of Pharmacy"
"10.1101/176974","10.1073/pnas.1706248114","USA","Harvard Medical School, Massachusetts General Hospital, Athinoula A. Martinos Center for Biomedical Imaging"
"10.1101/177121","10.3233/jad-170777","USA","M741A Medical Science Building, University of Missouri, School of Medicine"
"10.1101/177121","10.3233/jad-170777","USA","Harry S. Truman Memorial Veterans Hospital"
"10.1101/177204","10.1111/mec.14389","USA","Albion College, Biology Department"
"10.1101/177204","10.1111/mec.14389","FRA","IMBE, IRD, CNRS"
"10.1101/177345","10.1128/jvi.01662-17","USA","University of Pittsburgh, Department of Infectious Diseases and Microbiology"
"10.1101/177345","10.1128/jvi.01662-17","USA","University of Pittsburgh, Center for Vaccine Research"
"10.1101/177345","10.1128/jvi.01662-17","USA","Southern Research"
"10.1101/177352","10.1186/s12864-017-4358-2","USA","Department of Biology, University of Hawai'i at Mnoa"
"10.1101/177352","10.1186/s12864-017-4358-2","USA","Department of Biology, Colorado State University"
"10.1101/177436","10.1371/journal.pcbi.1005919","DEU","Bielefeld University, Department of Neurobiology and Cluster of Excellence Cognitive Interaction Technology (CITEC)"
"10.1101/177444","10.15252/embj.201796781","CHN","Sun Yat-sen University, Zhongshan School of Medicine"
"10.1101/177444","10.15252/embj.201796781","CHN","Sun Yat-sen University, School of Life Sciences, State Key Laboratory of Biocontrol"
"10.1101/177527","10.1162/jocn_a_01212","BEL","University of Louvain"
"10.1101/177550","10.1093/gbe/evx252","USA","Michigan State University, Department of Entomology"
"10.1101/177618","10.1177/0271678x17707397","ESP","Pasqual Maragall Foundation, Barcelona?eta Brain Research Center"
"10.1101/177618","10.1177/0271678x17707397","ESP","Cerdanyola del Valles, Universitat Autonoma de Barcelona, Unit of Human Anatomy and Embryology"
"10.1101/177642","10.1038/nmeth.4429","USA","Rowland Institute at Harvard University"
"10.1101/177766","10.15252/embj.201695841","DEU","Munich Cluster for Systems Neurology (SyNergy)"
"10.1101/177766","10.15252/embj.201695841","DEU","Max Planck Institute of Biochemistry, Department of Cellular Biochemistry"
"10.1101/177816","10.1073/pnas.1711892114","USA","Johns Hopkins University, Department of Psychological and Brain Sciences"
"10.1101/177964","10.1534/g3.117.300296","CAN","University of Toronto, Terrence Donnelly Centre for Cellular and Biomolecular Research"
"10.1101/178046","10.1534/genetics.117.300288","USA","The State University of New Jersey, Rutgers, Waksman Institute of Microbiology"
"10.1101/178160","10.1016/j.plantsci.2017.11.002","CHN","Shanghai University, School of Life Sciences, Shanghai Key Laboratory of Bio-Energy Crops"
"10.1101/178269","10.1038/ng.3958","USA","Harvard Medical School, Dana-Farber Cancer Institute, Department of Pediatric Oncology"
"10.1101/178269","10.1038/ng.3958","USA","Harvard Medical School, Department of Medical Oncology, Center for Sarcoma and Bone Oncology"
"10.1101/178285","10.1242/dmm.031369","GBR","King?s College London, Guy?s Campus, New Hunt?s House"
"10.1101/178285","10.1242/dmm.031369","GBR","Imperial College London, National Heart and Lung Institute, Genomics Medicine Section"
"10.1101/178319","10.1093/gerona/glx186","AUS","University of Sydney, Charles Perkins Centre"
"10.1101/178319","10.1093/gerona/glx186","AUS","Concord Hospital, ANZAC Research Institute, Centre for Education and Research on Ageing (CERA)"
"10.1101/178392","10.1093/nar/gkx982","USA","Harvard Medical School, Brigham and Women's Hospital, Division of Genetics"
"10.1101/178533","10.1002/hbm.23922","USA","Harvard Medical School, Massachusetts General Hospital, MGH/MIT/HMS Athinoula A. Martinos Center for Biomedical Imaging"
"10.1101/178533","10.1002/hbm.23922","IND","Sri Jayachamarajendra College of Engineering, Department of Information Science and Engineering"
"10.1101/178533","10.1002/hbm.23922","USA","Harvard Medical School, Massachusetts General Hospital, Department of Radiology"
"10.1101/178848","10.1186/s13072-017-0169-6","JPN","Yokohama City University, School of Medical Life Science"
"10.1101/178848","10.1186/s13072-017-0169-6","JPN","RIKEN Yokohama Campus, RIKEN Center for Life Science Technologies (CLST), Division of Genomic Technologies"
"10.1101/178962","10.1016/j.neuroimage.2017.10.019","USA","National Institute of Mental Health, Laboratory of Brain and Cognition, Section on Functional Imaging Methods"
"10.1101/179085","10.1371/journal.pcbi.1005861","ISR","The Weizmann Institute of science, Department of Physics"
"10.1101/179101","10.1039/c7lc01012e","USA","Berkeley, University of California, Department of Bioengineering"
"10.1101/179101","10.1039/c7lc01012e","USA","University of California, Berkeley- UCSF Graduate Program in Bioengineering"
"10.1101/179119","10.1111/tpj.13788","USA","University of California, Department of Chemistry and Biochemistry"
"10.1101/179127","10.3389/fmicb.2017.02272","BRA","Federal University of Rio de Janeiro, SAGE-COPPE, Institute of Biology"
"10.1101/179127","10.3389/fmicb.2017.02272","BRA","University of S?o Paulo, Chemical Institute of S?o Carlos, Laboratory of Organic Chemistry of Biological Systems"
"10.1101/179127","10.3389/fmicb.2017.02272","USA","Massachusetts Institute of Technology, Civil and Environmental Engineering"
"10.1101/179275","10.1093/bioinformatics/btx630","GBR","University of Manchester, Imaging and Data Sciences, Division of Informatics"
"10.1101/179333","10.1088/1478-3975/aaa27b","CHN","Collaborative Innovation Center of Radiation Medicine of Jiangsu Higher Education Institutions"
"10.1101/179333","10.1088/1478-3975/aaa27b","CHN","Jiangsu Provincial Key Laboratory of Radiation Medicine and Protection"
"10.1101/179333","10.1088/1478-3975/aaa27b","CHN","Soochow University, Medical College, School of Radiation Medicine and Protection"
"10.1101/179341","10.1073/pnas.1711591114","GBR","Oxford University, Mathematical Institute"
"10.1101/179416","10.1128/msphere.00306-17","USA","USDA, ARS, National Animal Disease Center"
"10.1101/179564","10.1074/jbc.m117.811976","USA","University of Massachusetts, Department of Chemistry"
"10.1101/179572","10.1016/j.phytochem.2017.11.006","CHN","Yunnan University, College of Life Sciences, Yunnan Institute of Microbiology"
"10.1101/179598","10.1534/g3.117.300499","BRA","S?o Paulo State University, School of Agricultural and Veterinarian Sciences, Animal Science Department"
"10.1101/179598","10.1534/g3.117.300499","CHL","Universidad de Chile, Facultad de Ciencias Veterinarias y Pecuarias"
"10.1101/179788","10.1091/mbc.e17-06-0419","CAN","Hospital for Sick Children, Division of Cell Biology"
"10.1101/179804","10.1373/clinchem.2017.275503","GRC","University of Athens, Dept. of Chemistry, Analysis of Circulating Tumor Cells (ACTC) Lab"
"10.1101/179812","10.1111/psyp.13011","BEL","Ghent University, Department of Experimental Psychology"
"10.1101/179903","10.3389/fmicb.2017.02198","CHN","Northwest A and F University, College of Natural Resources and Environment"
"10.1101/179986","10.1016/j.ydbio.2017.10.015","JPN","Research Core for Interdisciplinary Sciences (RCIS), Okayama University"
"10.1101/180026","10.3390/pathogens6030044","CHN","Lanzhou University, School of Basic Medical Sciences, Lanzhou Center for Tuberculosis Research and Institute of Pathogenic Biology"
"10.1101/180026","10.3390/pathogens6030044","USA","Johns Hopkins University, Bloomberg School of Public Health, Department of Molecular Microbiology and Immunology"
"10.1101/180034","10.1016/j.cell.2017.08.030","USA","Cold Spring Harbor, Cold Spring Harbor Laboratory"
"10.1101/180067","10.1111/1755-0998.12737","USA","University of California, Department of Ocean Sciences"
"10.1101/180067","10.1111/1755-0998.12737","USA","National Marine Fisheries Service, Southwest Fisheries Science Center"
"10.1101/180083","10.1186/s13007-017-0255-6","USA","Texas A and M AgriLife Research and Extension Center"
"10.1101/180083","10.1186/s13007-017-0255-6","USA","Department of Plant Pathology and Microbiology, Texas A and M University"
"10.1101/180141","10.1021/acs.biochem.7b01040","USA","Stony Brook University, Department of Chemistry"
"10.1101/180158","10.1099/jgv.0.000973","AUS","University of Queensland, Queensland Alliance for Agriculture and Food Innovation"
"10.1101/180323","10.1093/nar/gkx1161","ESP","University of Barcelona, Condensed Matter Physics Department"
"10.1101/180323","10.1093/nar/gkx1161","ESP","MINTRADA"
"10.1101/180471","10.1126/science.aan5614","USA","Massachusetts Institute of Technology, Department of Physics and Research Laboratory of Electronics"
"10.1101/180596","10.1016/j.neuroimage.2017.10.045","BEL","Research Group Neurophysiology, Department of Neuroscience"
"10.1101/180687","10.1186/s12864-017-4089-4","IND","Division of Genomic Resources, National Bureau of Plant Genetic Resources"
"10.1101/180810","10.1074/jbc.m117.801936","JPN","Graduate School of Engineering, Department of Synthetic Chemistry and Biological Chemistry"
"10.1101/180869","10.1126/science.aan6009","USA","Columbia University, Mortimer B. Zuckerman Mind Brain Behavior Institute"
"10.1101/180869","10.1126/science.aan6009","USA","Columbia University, Columbia University Medical Center, Department of Neuroscience"
"10.1101/180869","10.1126/science.aan6009","USA","Columbia University, Kavli Institute for Brain Science"
"10.1101/180869","10.1126/science.aan6009","JPN","Precursory Research for Embryonic Science and Technology (PRESTO), Japan Science and Technology Agency (JST)"
"10.1101/180992","10.1104/pp.16.01764","CHN","Chinese Academy of Sciences, Institute of Genetics and Developmental Biology, State Key Lab of Plant Genomics"
"10.1101/181206","10.1038/nmeth.4388","USA","Pacific Northwest National Laboratory, Biological Sciences Division"
"10.1101/181230","10.3390/jdb6010001","SGP","Yale NUS College"
"10.1101/181396","10.1111/nph.14964","CHN","Chinese Academy of Sciences, Institute of Microbiology, State Key Laboratory of Plant Genomics"
"10.1101/181396","10.1111/nph.14964","CHN","Fujian Agriculture and Forestry University, State Key Laboratory of Ecological Control of Fujian-Taiwan Crop Pests"
"10.1101/181396","10.1111/nph.14964","CHN","Chinese Academy of Sciences, Institute of Genetics and Development Biology, State Key Laboratory of Plant Cell and Chromosome Engineering"
"10.1101/181396","10.1111/nph.14964","CHN","Fujian Agriculture and Forestry University, Plant Immunity Center, Breeding and Multiple Utilization of Crops"
"10.1101/181453","10.1093/glycob/cwx098","USA","Interamerican University of Puerto Rico, Department of Natural Sciences and Mathematics"
"10.1101/181453","10.1093/glycob/cwx098","USA","Medical Sciences Campus, University of Puerto Rico, School of Medicine"
"10.1101/181578","10.1111/febs.14126","DEU","Ruhr-University Bochum, Physical Chemistry I"
"10.1101/181586","10.1002/prot.25364","CHN","Hubei University of Technology, Hubei Key Laboratory of Industrial Microbiology"
"10.1101/181586","10.1002/prot.25364","CHN","Hubei University of Technology, Key Laboratory of Fermentation Engineering (Ministry of Education)"
"10.1101/181586","10.1002/prot.25364","CHN","Hubei University of Technology, Institute of Biomedical and Pharmaceutical Sciences"
"10.1101/181586","10.1002/prot.25364","CHN","Hubei University of Technology, Hubei Collaborative Innovation Center for Industrial Fermentation"
"10.1101/181628","10.1016/j.cels.2017.07.006","USA","Massachusetts Institute of Technology, Computer Science and Artificial Intelligence Laboratory"
"10.1101/182196","10.1128/jvi.00990-17","GBR","Toxicology Unit, Medical Research Council"
"10.1101/182196","10.1128/jvi.00990-17","ESP","Universidad Autonoma de Madrid, CSIC-UAM, Centro de Biologia Molecular Severo Ochoa"
"10.1101/182204","10.15252/embr.201744705","ITA","University of Padova, Department of Biomedical Sciences"
"10.1101/182204","10.15252/embr.201744705","ITA","Consiglio Nazionale delle Ricerche Institute of Neuroscience"
"10.1101/182386","10.1093/jxb/erx391","USA","University of California, Department of Plant Sciences"
"10.1101/182428","10.1111/nph.14945","SWE","Ume? University, Ume? Plant Science Centre, Department of Plant Physiology"
"10.1101/182436","10.1016/j.jcv.2017.12.005","FRA","Study Group for Efficiency and Quality of Emergency Departments and Non-Scheduled Activities Departments"
"10.1101/182436","10.1016/j.jcv.2017.12.005","FRA","Universite Paris Diderot"
"10.1101/182436","10.1016/j.jcv.2017.12.005","FRA","Emergency Department, Groupe Universitaire Paris Nord Val de Seine, Assistance Publique-Hopitaux de Paris (AP-HP)"
